
"33697100-3","Preparaty do lewatywy"
"33697110-6","Cementy do rekonstrukcji kości"
"33698000-9","Produkty lekarskie"
"33698100-0","Kultury mikrobiologiczne"
"33698200-1","Gruczoły i ich ekstrakty"
"33698300-2","Substancje peptydowe"
"33700000-7","Produkty do pielęgnacji ciała"
"33710000-0","Perfumy, produkty toaletowe i prezerwatywy"
"33711000-7","Perfumy i produkty toaletowe"
"33711100-8","Wody toaletowe"
"33711110-1","Dezodoranty"
"33711120-4","Środki przeciwpotne"
"33711130-7","Wody kolońskie"
"33711140-0","Środki zapachowe"
"33711150-3","Woda różana"
"33711200-9","Preparaty do makijażu"
"33711300-0","Preparaty do pielęgnacji paznokci dłoni i stóp"
"33711400-1","Produkty upiększające"
"33711410-4","Płatki bawełniane"
"33711420-7","Zestawy do makijażu"
"33711430-0","Waciki jednorazowe"
"33711440-3","Balsam do ust"
"33711450-6","Tatuaże"
"33711500-2","Produkty do pielęgnacji skóry"
"33711510-5","Produkty chroniące przed słońcem"
"33711520-8","Żele do kąpieli"
"33711530-1","Czepki kąpielowe"
"33711540-4","Kremy lub płyny parafarmaceutyczne"
"33711600-3","Preparaty i artykuły do włosów"
"33711610-6","Szampony"
"33711620-9","Grzebienie"
"33711630-2","Peruki"
"33711640-5","Zestawy kosmetyków"
"33711700-4","artykuły i preparaty do higieny jamy ustnej lub zębów"
"33711710-7","Szczoteczki do zębów"
"33711720-0","Pasta do zębów"
"33711730-3","Wykałaczki"
"33711740-6","Płyn do płukania ust"
"33711750-9","Odświeżacze oddechu"
"33711760-2","Nić dentystyczna"
"33711770-5","Smoczki i gryzaczki dla niemowląt"
"33711780-8","Tabletki do czyszczenia protez zębowych"
"33711790-1","Zestawy do zębów"
"33711800-5","Preparaty do golenia"
"33711810-8","Kremy do golenia"
"33711900-6","Mydło"
"33712000-4","Prezerwatywy"
"33713000-1","Produkty do pielęgnacji stóp"
"33720000-3","Golarki i zestawy do manikiuru lub pedikiuru"
"33721000-0","Golarki"
"33721100-1","Żyletki"
"33721200-2","Maszynki do golenia"
"33722000-7","Zestawy do manikiuru i pedikiuru"
"33722100-8","Zestawy do manikiuru"
"33722110-1","Przybory do manikiuru"
"33722200-9","Zestawy do pedikiuru"
"33722210-2","Przybory do pedikiuru"
"33722300-0","Klamerki"
"33730000-6","Produkty do pielęgnacji oczu i soczewki korekcyjne"
"33731000-3","Soczewki kontaktowe"
"33731100-4","Soczewki korekcyjne"
"33731110-7","Soczewki śródoczne"
"33731120-0","Soczewki okularowe"
"33732000-0","Płyny do soczewek kontaktowych"
"33733000-7","Okulary przeciwsłoneczne"
"33734000-4","Okulary"
"33734100-5","Oprawy i ramki do okularów"
"33734200-6","Szkło okularowe"
"33735000-1","Gogle"
"33735100-2","Gogle ochronne"
"33735200-3","Oprawy i ramki do gogli"
"33740000-9","Produkty do pielęgnacji rąk i paznokci"
"33741000-6","Produkty do pielęgnacji rąk"
"33741100-7","Środek do mycia rąk"
"33741200-8","Płyny do rąk i ciała"
"33741300-9","Środek odkażający do rąk"
"33742000-3","Produkty do pielęgnacji paznokci"
"33742100-4","Obcinarki do paznokci"
"33742200-5","Środek nadający połysk paznokciom"
"33750000-2","Produkty do pielęgnacji niemowląt"
"33751000-9","Chusteczki jednorazowe"
"33752000-6","Podkładka do pielęgnacji"
"33760000-5","Papier toaletowy, chusteczki higieniczne, ręczniki do rąk i serwety"
"33761000-2","Papier toaletowy"
"33762000-9","Chusteczki higieniczne papierowe"
"33763000-6","Ręczniki papierowe do rąk"
"33764000-3","Serwetki papierowe"
"33770000-8","artykuły higieniczne z papieru"
"33771000-5","Toaletowe produkty z papieru"
"33771100-6","Podpaski lub tampony"
"33771200-7","Pieluszki dla niemowląt"
"33772000-2","Jednorazowe wyroby papierowe"
"33790000-4","Laboratoryjne, higieniczne lub farmaceutyczne wyroby szklane"
"33791000-1","Higieniczne wyroby szklane"
"33792000-8","Farmaceutyczne wyroby szklane"
"33793000-5","Laboratoryjne wyroby szklane"
"33900000-9","Sprzęt i artykuły do użytku post mortem oraz w kostnicach"
"33910000-2","Przyrządy i artykuły do przeprowadzania sekcji w przypadkach patologicznych"
"33911000-9","Nożyczki do autopsji"
"33912000-6","Zestawy do autopsji"
"33912100-7","Szczypczyki do autopsji"
"33913000-3","Zgłębniki do wyciągania pocisków podczas autopsji"
"33914000-0","Nici, igły i zaciski do autopsji"
"33914100-1","Nici do autopsji"
"33914200-2","Igły do autopsji"
"33914300-3","Zaciski do nacięć do autopsji"
"33915000-7","Przyrządy do żył do autopsji"
"33916000-4","Brzeszczoty pił lub akcesoria do autopsji"
"33916100-5","Piły do autopsji"
"33917000-1","Deski i podkładki do sekcji"
"33918000-8","Kasety na przybory chirurgiczne lub akcesoria używane post mortem"
"33919000-5","Zwijane zestawy przyborów chirurgicznych i akcesoriów używanych post mortem"
"33920000-5","Sprzęt i artykuły do autopsji"
"33921000-2","Kolektory pyłu kostnego"
"33922000-9","Worki do przewozu zwłok"
"33923000-6","Oparcia na głowę, deski na zwłoki lub wagi wiszące do autopsji"
"33923100-7","Oparcia na głowę do autopsji"
"33923200-8","Deski na zwłoki do autopsji"
"33923300-9","Wagi wiszące do autopsji"
"33924000-3","Zestawy do autopsji w przypadku chorób zakaźnych"
"33925000-0","Zawieszki lub bransolety identyfikacyjne używane post mortem"
"33926000-7","Próżniowe ssawki i rurki zbierające płyn w trakcie autopsji"
"33927000-4","Termometry odbytnicze używane post mortem"
"33928000-1","Przybory do pośmiertnego prostowania palców"
"33929000-8","Zestawy wypełniaczy tkanek w zwłokach"
"33930000-8","Meble do autopsji"
"33931000-5","Stacje robocze lub akcesoria do autopsji"
"33932000-2","Zlewy lub akcesoria do autopsji"
"33933000-9","Stoły lub akcesoria do przeprowadzania autopsji"
"33933100-0","Stoły do przeprowadzania autopsji"
"33934000-6","Stoły lub akcesoria do przeprowadzania nekroskopii"
"33935000-3","Stoły lub akcesoria do przeprowadzania sekcji zwierząt"
"33936000-0","Stacje robocze lub akcesoria do balsamowania"
"33937000-7","Stacje robocze lub akcesoria do autopsji z odciągiem"
"33940000-1","Sprzęt i artykuły do transportu i przechowywania zwłok"
"33941000-8","Stojaki do przechowywania zwłok"
"33942000-5","Środki transportu zwłok"
"33943000-2","Podnoszone nożycowo wózki do zwłok"
"33944000-9","Szafy chłodnicze lub zamrażarki do kostnic"
"33945000-6","Komory chłodnicze do kostnic"
"33946000-3","Wózki do autopsji"
"33947000-0","Tace na zwłoki"
"33948000-7","Urządzenia do podnoszenia lub transportu zwłok"
"33949000-4","Pojemniki do transportu zwłok"
"33950000-4","Sprzęt i artykuły dla medycyny sądowej"
"33951000-1","Materiały do pośmiertnego zdejmowania odcisków palców lub innych odcisków"
"33952000-8","Maski przeciwgnilne"
"33953000-5","Zestawy lub artykuły do pośmiertnego wykrywania krwi"
"33954000-2","Zestawy do zbierania dowodów biologicznych"
"33960000-7","Sprzęt i artykuły do balsamowania"
"33961000-4","Iniektory do jam do balsamowania"
"33962000-1","Rurki do opróżniania żył podczas balsamowania"
"33963000-8","Płyny do balsamowania lub obróbki chemicznej"
"33964000-5","Rurki do wstrzykiwania podczas balsamowania"
"33965000-2","Zlewy lub akcesoria do balsamowania"
"33966000-9","Zestawy do balsamowania"
"33967000-6","Igły do wstrzykiwania podczas balsamowania"
"33968000-3","Nakrywki na oczy"
"33970000-0","Sprzęt i artykuły dla kostnic"
"33971000-7","Wyposażenie kostnic"
"33972000-4","Opakowania dla kostnic"
"33973000-1","Pokrowce dla kostnic"
"33974000-8","Odsysacze dla kostnic"
"33975000-5","Kompozycje utwardzające dla kostnic"
"34000000-7","Sprzęt transportowy i produkty pomocnicze dla transportu"
"34100000-8","Pojazdy silnikowe"
"34110000-1","Samochody osobowe"
"34111000-8","Przyczepy mieszkalne i luksusowe przyczepy mieszkalne"
"34111100-9","Przyczepy mieszkalne"
"34111200-0","Luksusowe przyczepy mieszkalne"
"34113000-2","Pojazdy z napędem na 4 koła"
"34113100-3","Jeepy"
"34113200-4","Samochody poruszające się po każdej nawierzchni"
"34113300-5","Pojazdy terenowe"
"34114000-9","Pojazdy specjalne"
"34114100-0","Pojazdy pogotowia"
"34114110-3","Pojazdy ratownicze"
"34114120-6","Pojazdy paramedyczne"
"34114121-3","Karetki"
"34114122-0","Pojazdy do transportu chorych"
"34114200-1","Radiowozy policyjne"
"34114210-4","Pojazdy do transportu więźniów"
"34114300-2","Pojazdy opieki socjalnej"
"34114400-3","Minibusy"
"34115000-6","Inne samochody pasażerskie"
"34115200-8","Pojazdy silnikowe do transportu mniej niż 10 osób"
"34115300-9","Używane pojazdy transportowe"
"34120000-4","Pojazdy silnikowe do transportu 10 lub więcej osób"
"34121000-1","Autobusy i autokary"
"34121100-2","Autobusy transportu publicznego"
"34121200-3","Autobusy z przyczepą"
"34121300-4","Autobusy piętrowe"
"34121400-5","Autobusy niskopodłogowe"
"34121500-6","Autokary"
"34130000-7","Pojazdy silnikowe do transportu towarów"
"34131000-4","Pikapy"
"34132000-1","Sanie motorowe"
"34133000-8","Pojazdy ciężarowe z przyczepą"
"34133100-9","Cysterny"
"34133110-2","Cysterny na paliwo"
"34134000-5","Ciężarówki z platformami płaskimi i wywrotki"
"34134100-6","Ciężarówki z platformami płaskimi"
"34134200-7","Wywrotnice"
"34136000-9","Samochody półciężarowe"
"34136100-0","Lekkie samochody półciężarowe"
"34136200-1","Półciężarówki z usztywnieniem"
"34137000-6","Używane pojazdy do transportu towarów"
"34138000-3","Drogowe pojazdy gąsienicowe"
"34139000-0","Podwozia"
"34139100-1","Podwozia z kabiną"
"34139200-2","Podwozia stanowiące całość z nadwoziem"
"34139300-3","Podwozia pełne"
"34140000-0","Wysokowydajne pojazdy silnikowe"
"34142000-4","Ciężarówki wyposażone w dźwig i pojazdy samowyładowcze"
"34142100-5","Pojazdy ciężarowe z ruchomą platformą"
"34142200-6","Ładowarki przegubowe"
"34142300-7","Pojazdy samowyładowcze"
"34143000-1","Pojazdy do utrzymania dróg w okresie zimy"
"34144000-8","Pojazdy silnikowe specjalnego zastosowania"
"34144100-9","Dźwigi masztowe samojezdne"
"34144200-0","Pojazdy służb ratowniczych"
"34144210-3","Wozy strażackie"
"34144211-0","Pojazdy ciężarowe z drabiną obrotową"
"34144212-7","Cysterny do transportu wody"
"34144213-4","Motopompy"
"34144220-6","Pojazdy pogotowia technicznego"
"34144300-1","Mosty jezdne"
"34144400-2","Pojazdy utrzymania dróg"
"34144410-5","Szambiarki"
"34144420-8","Pojazdy do rozrzucania soli"
"34144430-1","Pojazdy do zamiatania dróg"
"34144431-8","Zamiatarki zasysające"
"34144440-4","Piaskarki"
"34144450-7","Polewaczki"
"34144500-3","Pojazdy do transportu odpadów i ścieków"
"34144510-6","Pojazdy do transportu odpadów"
"34144511-3","Pojazdy do zbierania odpadów"
"34144512-0","Zgniatarki"
"34144520-9","Cysterny do gromadzenia ścieków"
"34144700-5","Pojazdy użyteczności publicznej"
"34144710-8","Ładowarki jezdne"
"34144730-4","Pojazdy do tankowania statków powietrznych"
"34144740-7","Pojazdy do holowania statków powietrznych"
"34144750-0","Pojazdy do transportu ładunków"
"34144751-7","Wozy bramowe"
"34144760-3","Wózki biblioteczne"
"34144800-6","Wozy mieszkalne"
"34144900-7","Pojazdy elektryczne"
"34144910-0","Autobusy elektryczne"
"34150000-3","Symulatory"
"34151000-0","Symulatory jazdy"
"34152000-7","Symulatory szkoleniowe"
"34200000-9","Nadwozia pojazdów, przyczepy lub naczepy"
"34210000-2","Nadwozia pojazdów mechanicznych"
"34211000-9","Nadwozia autobusów, ambulansów i pojazdów do transportu towarów"
"34211100-9","Nadwozia autobusów"
"34211200-9","Nadwozia ambulansów"
"34211300-9","Nadwozia do pojazdów do transportu towarów"
"34220000-5","Przyczepy, naczepy oraz cysterny samojezdne"
"34221000-2","Cysterny samojezdne specjalnego zastosowania"
"34221100-3","Wozy pomocy drogowej"
"34221200-4","Wozy pogotowia technicznego"
"34221300-5","Wozy ratownictwa chemicznego"
"34223000-6","Przyczepy i naczepy"
"34223100-7","Naczepy"
"34223200-8","Cysterny samochodowe benzynowe"
"34223300-9","Przyczepy"
"34223310-2","Przyczepy ogólnego zastosowania"
"34223320-5","Przyczepy do transportu koni"
"34223330-8","Jednostki ruchome na przyczepach"
"34223340-1","Cysterny naczepowe"
"34223350-4","Przyczepy z drabinami obrotowymi"
"34223360-7","Przyczepy do tankowania"
"34223370-0","Przyczepy z wywrotnicami"
"34223400-0","Przyczepy i naczepy kempingowe"
"34224000-3","Części przyczep, naczep i innych pojazdów"
"34224100-4","Części przyczep i naczep"
"34224200-5","Części innych pojazdów"
"34300000-0","Części i akcesoria do pojazdów i silników do nich"
"34310000-3","Silniki do pojazdów i części silników"
"34311000-0","Silniki do pojazdów"
"34311100-1","Silniki wewnętrznego spalania do pojazdów silnikowych i motocykli"
"34311110-4","Silniki spalinowe o zapłonie iskrowym"
"34311120-7","Silniki z zapłonem samoczynnym"
"34312000-7","Części silników"
"34312100-8","Pasy wentylatorowe"
"34312200-9","Świece zapłonowe"
"34312300-0","Chłodnice do pojazdów mechanicznych"
"34312400-1","Tłoki"
"34312500-2","Uszczelki"
"34312600-3","Gumowe przenośniki pasowe"
"34312700-4","Gumowe pasy napędowe"
"34320000-6","Mechaniczne części zapasowe, z wyłączeniem silników i części silników"
"34321000-3","Osie i przekładnie"
"34321100-4","Osie"
"34321200-5","Przekładnie"
"34322000-0","Hamulce i części hamulców"
"34322100-1","Sprzęt hamulcowy"
"34322200-2","Hamulce tarczowe"
"34322300-3","Linki hamulcowe"
"34322400-4","Płytki cierne hamulcowe"
"34322500-5","Klocki hamulcowe"
"34324000-4","Koła, części i akcesoria"
"34324100-5","Sprzęt do wyważania kół"
"34325000-1","Tłumiki i rury wydechowe"
"34325100-2","Tłumiki"
"34325200-3","Rury wydechowe"
"34326000-8","Podnośniki samochodowe, sprzęgła i podobne elementy"
"34326100-9","Sprzęgła i podobne elementy"
"34326200-0","Podnośniki samochodowe"
"34327000-5","Kierownice, kolumny i skrzynki"
"34327100-6","Kierownice"
"34327200-7","Kolumny i przekładnie kierownicze"
"34328000-2","Stoiska do prób, zestawy do zmiany przeznaczenia użytkowego pojazdów i pasy bezpieczeństwa"
"34328100-3","Stoiska do prób"
"34328200-4","Zestawy do zmiany przeznaczenia użytkowego pojazdów"
"34328300-5","Pasy bezpieczeństwa"
"34330000-9","Części zapasowe do pojazdów do transportu towarów, pojazdów pasażersko-towarowych i samochodów"
"34350000-5","Opony do pracy w lekkich i ciężkich warunkach"
"34351000-2","Opony do pracy w lekkich warunkach"
"34351100-3","Opony do pojazdów silnikowych"
"34352000-9","Opony do pojazdów wysokowydajnych"
"34352100-0","Opony do pojazdów ciężarowych"
"34352200-1","Opony do autobusów"
"34352300-2","Opony do maszyn rolniczych"
"34360000-8","Siedziska do cywilnych statków powietrznych"
"34370000-1","Siedziska do pojazdów mechanicznych"
"34390000-7","Akcesoria do ciągników"
"34400000-1","Motocykle, rowery, przyczepy motocyklowe boczne"
"34410000-4","Motocykle"
"34411000-1","Części i akcesoria do motocykli"
"34411100-2","Przyczepy boczne motocyklowe"
"34411110-5","Części i akcesoria do przyczep motocyklowych bocznych"
"34411200-3","Opony do motocykli"
"34420000-7","Skutery silnikowe i rowery z silnikiem"
"34421000-7","Skutery silnikowe"
"34422000-7","Rowery z silnikiem"
"34430000-0","Rowery"
"34431000-7","Rowery niewyposażone w silniki"
"34432000-4","Części i akcesoria do rowerów"
"34432100-5","Opony do rowerów"
"34500000-2","Statki i łodzie"
"34510000-5","Statki"
"34511100-3","Morskie statki patrolowe"
"34512000-9","Statki i podobne jednostki pływające, do transportu osób lub towarów"
"34512100-0","Promy"
"34512200-1","Statki wycieczkowe"
"34512300-2","Masowce"
"34512400-3","Drobnicowce"
"34512500-4","Statki do transportu towarów"
"34512600-5","Statki do transportu kontenerów"
"34512700-6","Statki przeładunkowe"
"34512800-7","Tankowce"
"34512900-8","Promy do transportu samochodów"
"34512950-3","Statki chłodnie"
"34513000-6","Kutry połowowe, jednostki ratownicze i inne jednostki specjalne"
"34513100-7","Kutry połowowe"
"34513150-2","Statki rybackie"
"34513200-8","Holowniki"
"34513250-3","Pogłębiarki"
"34513300-9","Morskie doki pływające"
"34513350-4","Statki do wykonywania nurkowania"
"34513400-0","Żurawie pływające"
"34513450-5","Statki przetwórnie"
"34513500-1","Statki do prowadzenia badań sejsmicznych"
"34513550-6","Statki badawcze"
"34513600-2","Statki kontrolujące stopień zanieczyszczenia"
"34513650-7","Statki gaśnicze"
"34513700-3","Statki ratownicze"
"34513750-8","Latarniowce"
"34514000-3","Pływające lub zanurzeniowe platformy wiertnicze lub produkcyjne"
"34514100-4","Statki wiertnicze"
"34514200-5","Wiertnice podnośne"
"34514300-6","Wiertnice platformowe"
"34514400-7","Pływające platformy wiertnicze"
"34514500-8","Pływające jednostki produkcyjne"
"34514600-9","Wyciągarki częściowego zanurzenia"
"34514700-0","Platformy ruchome"
"34514800-1","Platformy przybrzeżne"
"34514900-2","Platformy wiertnicze"
"34515000-0","Konstrukcje pływające"
"34515100-1","Boje sygnalizacyjne"
"34515200-2","Tratwy niezatapialne"
"34516000-7","Odbijacze"
"34520000-8","Łodzie"
"34521000-5","Łodzie specjalistyczne"
"34521100-6","Łodzie obserwacyjne"
"34521200-7","Łodzie patrolowe służb celnych"
"34521300-8","Policyjne łodzie patrolowe"
"34521400-9","Łodzie ratunkowe"
"34522000-2","Łodzie rekreacyjne i sportowe"
"34522100-3","Łodzie żaglowe"
"34522150-8","Katamaranowe łodzie żaglowe"
"34522200-4","Szalupy ratunkowe"
"34522250-9","Szalupy żaglowe"
"34522300-5","Małe jednostki pływające"
"34522350-0","Szalupy z włókna szklanego"
"34522400-6","Szalupy półsztywne"
"34522450-1","Niezatapialne jednostki pływające"
"34522500-7","Szalupy gumowe"
"34522550-2","Kanu"
"34522600-8","Łodzie wiosłowe"
"34522700-9","Łodzie z napędem pedałowym"
"34600000-3","Lokomotywy kolejowe i tramwajowe oraz tabor kolejowy i podobne elementy"
"34610000-6","Parowozy i lokomotywy kolejowe"
"34611000-3","Lokomotywy"
"34612000-0","Parowozy i wagony linowe"
"34612100-1","Parowozy"
"34612200-2","Wagony linowe"
"34620000-9","Tabor kolejowy"
"34621000-6","Kolejowe pojazdy konserwacyjne lub usługowe i kolejowe wagony towarowe"
"34621100-7","Kolejowe wagony towarowe"
"34621200-8","Konserwacja taboru kolejowego i pojazdy serwisowe"
"34622000-3","Wagony kolejowe i tramwajowe pasażerskie oraz trolejbusy"
"34622100-4","Tramwajowe wagony pasażerskie"
"34622200-5","Kolejowe wagony pasażerskie"
"34622300-6","Trolejbusy"
"34622400-7","Wagony kolejowe"
"34622500-8","Półciężarówki bagażowe i półciężarówki specjalnego zastosowania"
"34630000-2","Części lokomotyw kolejowych lub tramwajowych, lub taboru kolejowego; urządzenia do sterowania ruchem kolejowym"
"34631000-9","Części lokomotyw lub taboru kolejowego"
"34631100-0","Koła jednolite"
"34631200-1","Bufory i odbojnice"
"34631300-2","Siedziska kolejowe"
"34631400-3","Osie i opony oraz inne części lokomotyw lub taboru kolejowego"
"34632000-6","Urządzenia do sterowania ruchem kolejowym"
"34632100-7","Sygnalizacja mechaniczna"
"34632200-8","Kolejowe elektryczne urządzenia sygnalizacyjne"
"34632300-9","Kolejowe instalacje elektryczne"
"34640000-5","Elementy samochodowe"
"34700000-4","Statki powietrzne i kosmiczne"
"34710000-7","Śmigłowce, samoloty, statki kosmiczne i inne statki powietrzne z napędem"
"34711000-4","Śmigłowce i samoloty"
"34711100-5","Samoloty"
"34711200-6","Bezzałogowe statki powietrzne"
"34711300-7","Załogowe statki powietrzne"
"34711400-8","Statki powietrzne specjalnego zastosowania"
"34711500-9","Śmigłowce"
"34712000-1","Statki kosmiczne, satelity oraz wyrzutnie"
"34712100-2","Statki kosmiczne"
"34712200-3","Satelity"
"34712300-4","Wyrzutnie statków kosmicznych"
"34720000-0","Balony, sterowce i pozostałe statki powietrzne nienapędzane paliwem"
"34721000-7","Szybowce"
"34721100-8","Lotnie"
"34722000-4","Balony i sterowce"
"34722100-5","Balony"
"34722200-6","Sterowce"
"34730000-3","Części statków powietrznych, kosmicznych i śmigłowców"
"34731000-0","Części statków powietrznych"
"34731100-1","Silniki statków powietrznych"
"34731200-2","Silniki turboodrzutowe"
"34731300-3","Turbośmigła"
"34731400-4","Silniki odrzutowe"
"34731500-5","Części silników statków powietrznych"
"34731600-6","Części silników turboodrzutowych i turbośmigieł"
"34731700-7","Części śmigłowców"
"34731800-8","Opony do statków powietrznych"
"34740000-6","Urządzenia do statków powietrznych lub kosmicznych, urządzenia szkoleniowe, symulatory i podobne części"
"34741000-3","Wyposażenie statków powietrznych"
"34741100-4","Platformy wyrzutowe statków powietrznych"
"34741200-5","Systemy katapultujące do statków powietrznych"
"34741300-6","Dźwignie zaczepowe"
"34741400-7","Symulatory lotu"
"34741500-8","Napowietrzne, lotnicze urządzenia szkoleniowe"
"34741600-9","Torby używane w chorobie lokomocyjnej"
"34900000-6","Różny sprzęt transportowy i części zapasowe"
"34910000-9","Wozy konne i ręczne, inne pojazdy nienapędzane mechanicznie, wózki bagażowe i różne części zapasowe"
"34911000-6","Wozy konne i ręczne oraz inne pojazdy nienapędzane mechanicznie"
"34911100-7","Wózki"
"34912000-3","Wózki bagażowe"
"34912100-4","Wózki popychane"
"34913000-0","Różne części zapasowe"
"34913100-1","Zużyte opony"
"34913200-2","Opony regenerowane"
"34913300-3","Zderzaki"
"34913400-4","Zegary do pojazdów mechanicznych"
"34913500-5","Zamki do pojazdów"
"34913510-8","Zamki do rowerów"
"34913600-6","Śruby napędowe do statków"
"34913700-7","Drabiny do wozów strażackich"
"34913800-8","Kotwy"
"34920000-2","Sprzęt drogowy"
"34921000-9","Sprzęt do konserwacji dróg"
"34921100-0","Zamiatarki drogowe"
"34921200-1","Zamiatarki szosowe"
"34922000-6","Urządzenia do znakowania dróg"
"34922100-7","Oznakowanie drogowe"
"34922110-0","Elementy szklane do znakowania dróg"
"34923000-3","Sprzęt do kontroli ruchu drogowego"
"34924000-0","Zmienne znaki informacyjne"
"34926000-4","Sprzęt do kontroli parkingów samochodowych"
"34927000-1","Urządzenia wrzutowe"
"34927100-2","Sól drogowa"
"34928000-8","Obudowa drogowa"
"34928100-9","Bariery zderzeniowe"
"34928110-2","Bariery drogowe"
"34928120-5","Elementy barier"
"34928200-0","Ogrodzenia"
"34928210-3","Wiaty drewniane"
"34928220-6","Elementy ogrodzeń"
"34928230-9","Ogrodzenia eliminujące hałas"
"34928300-1","Bariery ochronne"
"34928310-4","Ogrodzenia ochronne"
"34928320-7","Odbojnice"
"34928330-0","Urządzenia zabezpieczające przed lawinami"
"34928340-3","Płoty śniegowe"
"34928400-2","Osprzęt miejski"
"34928410-5","Słupy ogłoszeniowe"
"34928420-8","Drogowe lampy ostrzegawcze"
"34928430-1","Znaki nawigacyjne"
"34928440-4","Słupy autobusowe"
"34928450-7","Pachołki"
"34928460-0","Słupki drogowe"
"34928470-3","Elementy oznakowania"
"34928471-0","Tworzywa sygnalizacyjne"
"34928472-7","Oznakowanie"
"34928480-6","Pojemniki i kosze na odpady i śmieci"
"34928500-3","Oświetleniowy sprzęt uliczny"
"34928510-6","Uliczne słupy oświetleniowe"
"34928520-9","Słupy latarniowe"
"34928530-2","Latarnie uliczne"
"34929000-5","Materiały do budowy autostrad"
"34930000-5","Urządzenia wodne"
"34931000-2","Urządzenia portowe"
"34931100-3","Instalacje dokowe"
"34931200-4","Pomosty umożliwiające pasażerom wejście na statek"
"34931300-5","Schody umożliwiające pasażerom wejście na statek"
"34931400-6","Symulatory pomostów na statkach"
"34931500-7","Sprzęt do kontroli ruchu statków"
"34932000-9","Zestawy radarowe"
"34933000-6","Sprzęt nawigacyjny"
"34934000-3","Łopatki napędzające"
"34940000-8","Urządzenia kolejowe"
"34941000-5","Kliny i akcesoria"
"34941100-6","Pręty"
"34941200-7","Kliny szynowe"
"34941300-8","Tory tramwajowe"
"34941500-0","Poprzecznice"
"34941600-1","Rozjazdy"
"34941800-3","Spoiwa kolejowe"
"34942000-2","Urządzenia sygnalizacyjne"
"34942100-3","Słupy sygnalizacyjne"
"34942200-4","Skrzynki sygnalizacyjne"
"34943000-9","Kolejowy system monitorowania"
"34944000-6","Układ grzewczy"
"34945000-3","Maszyny do poziomowania torów"
"34946000-0","Kolejowe materiały konstrukcyjne i wyroby"
"34946100-1","Materiały do budowy torów kolejowych"
"34946110-4","Szyny"
"34946120-7","Materiały kolejowe"
"34946121-4","Nakładki stykowe i podkładki pod szyny"
"34946122-1","Szyny kontrolne"
"34946200-2","Wyroby do budowy torów kolejowych"
"34946210-5","Szyny przewodzące prąd"
"34946220-8","Iglice zwrotnicowe, krzyżownice, pręty zwrotnicowe i pozostałe elementy skrzyżowań"
"34946221-5","Iglice zwrotnicowe"
"34946222-2","Krzyżownice"
"34946223-9","Pręty zwrotnicowe"
"34946224-6","Elementy skrzyżowań"
"34946230-1","Zaciski szynowe, podkładki i łączenia"
"34946231-8","Zaciski szynowe"
"34946232-5","Podkładki i łączenia"
"34946240-4","Siodełka szynowe i kliny siodełkowe"
"34947000-7","Podkłady kolejowe i ich części"
"34947100-8","Podkłady"
"34947200-9","Części podkładów"
"34950000-1","Urządzenia balastowe"
"34951000-8","Platformy wejściowe"
"34951200-0","Urządzenia do przeładunku osadów"
"34951300-1","Układy do osuszania osadów"
"34952000-5","Wciągniki hydrauliczne"
"34953000-2","Rampy wejściowe"
"34953100-3","Pomosty promowe"
"34953300-5","Chodniki"
"34954000-9","Suwnice bramowe"
"34955000-6","Doki pływające"
"34955100-7","Pływające jednostki przechowalnicze"
"34960000-4","Urządzenia lotniskowe"
"34961000-1","System do przeładunku bagażu"
"34961100-2","Urządzenia do przeładunku bagażu"
"34962000-8","Urządzenia kontroli ruchu lotniczego"
"34962100-9","Urządzenia wieży kontrolnych"
"34962200-0","Kontrola ruchu lotniczego"
"34962210-3","Symulacja kontroli ruchu lotniczego"
"34962220-6","Systemy kontroli ruchu lotniczego"
"34962230-9","Szkolenie dotyczące kontroli ruchu lotniczego"
"34963000-5","System lądowania według przyrządów (ILS)"
"34964000-2","Dopplerowska dookólna antena VHF (DVOR)"
"34965000-9","Radiodalmierz (DME)"
"34966000-6","Radionamiernik i radiolatarnia bezkierunkowa"
"34966100-7","Radionamiernik (RDF)"
"34966200-8","Radiolatarnia bezkierunkowa (NDB)"
"34967000-3","System komunikacji lotniskowej (COM)"
"34968000-0","System nadzoru lotniskowego i system oświetlenia"
"34968100-1","System nadzoru lotniskowego (SUR)"
"34968200-2","System oświetlenia lotniska (PAPI)"
"34969000-7","Pomosty i schody dla pasażerów do wsiadania do samolotu"
"34969100-8","Pomosty dla pasażerów do wsiadania do samolotu"
"34969200-9","Schody dla pasażerów do wsiadania do samolotu"
"34970000-7","Urządzenia monitorowania ruchu"
"34971000-4","Urządzenia bezpośredniego monitorowania"
"34972000-1","Układy pomiarowe natężenia ruchu"
"34980000-0","Bilety przewozowe"
"34990000-3","Sprzęt kontrolny, bezpieczeństwa, sygnalizacyjny i oświetleniowy"
"34991000-0","Ref lektory iluminacyjne"
"34992000-7","Znaki i znaki podświetlone"
"34992100-8","Podświetlane znaki drogowe"
"34992200-9","Znaki drogowe"
"34992300-0","Znaki uliczne"
"34993000-4","Światła drogowe"
"34993100-5","Oświetlenie tuneli"
"34994000-1","Ref lektory do oświetlania i prowadzenia statków"
"34994100-2","Ref lektory do oświetlania lustra wody"
"34995000-8","Ref lektory do oświetlania i prowadzenia statków powietrznych"
